No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,time 1,time 2 ,delay 1,delay 2,jiter
2039,157.278768,192.168.43.125,74.125.24.149,TCP,66,[TCP Dup ACK 1988#1] 49231  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0 SLE=2761 SRE=2881,,,,,,,,,,157.479318,157.278768,0.20055,157.078218,156.877668
2118,157.479318,74.125.24.149,192.168.43.125,TCP,174,"[TCP Previous segment not captured] 443  >  49232 [PSH, ACK] Seq=2761 Ack=518 Win=66816 Len=120 [TCP segment of a reassembled PDU]",,,,,,,,,,157.479434,157.479318,0.000116,157.479202,157.479086
2119,157.479434,192.168.43.125,74.125.24.149,TCP,66,[TCP Dup ACK 2018#1] 49232  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0 SLE=2761 SRE=2881,,,,,,,,,,157.55239,157.479434,0.072956,157.406478,157.333522
2156,157.55239,74.125.24.149,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49232 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380,,,,,,,,,,157.552505,157.55239,0.000115,157.552275,157.55216
2157,157.552505,192.168.43.125,74.125.24.149,TCP,54,49232  >  443 [ACK] Seq=518 Ack=2881 Win=66048 Len=0,,,,,,,,,,157.577797,157.552505,0.025292,157.527213,157.501921
2169,157.577797,192.168.43.125,74.125.24.149,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,157.580222,157.577797,0.002425,157.575372,157.572947
2172,157.580222,192.168.43.125,74.125.24.149,TLSv1.3,146,Application Data,,,,,,,,,,157.580991,157.580222,0.000769,157.579453,157.578684
2173,157.580991,192.168.43.125,74.125.24.149,TLSv1.3,841,Application Data,,,,,,,,,,157.652484,157.580991,0.071493,157.509498,157.438005
2183,157.652484,74.125.24.149,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,157.653184,157.652484,0.0007,157.651784,157.651084
2184,157.653184,192.168.43.125,74.125.24.149,TLSv1.3,85,Application Data,,,,,,,,,,157.687626,157.653184,0.034442,157.618742,157.5843
2201,157.687626,74.125.24.149,192.168.43.125,TLSv1.3,561,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,157.687717,157.687626,9.1E-05,157.687535,157.687444
2202,157.687717,192.168.43.125,74.125.24.149,TCP,66,[TCP Dup ACK 2184#1] 49232  >  443 [ACK] Seq=1492 Ack=3461 Win=65536 Len=0 SLE=3492 SRE=3999,,,,,,,,,,157.687824,157.687717,0.000107,157.68761,157.687503
2203,157.687824,74.125.24.149,192.168.43.125,TLSv1.3,158,"Application Data, Application Data",,,,,,,,,,157.687863,157.687824,3.9E-05,157.687785,157.687746
2204,157.687863,192.168.43.125,74.125.24.149,TCP,66,[TCP Dup ACK 2184#2] 49232  >  443 [ACK] Seq=1492 Ack=3461 Win=65536 Len=0 SLE=3492 SRE=4103,,,,,,,,,,157.68793,157.687863,6.7E-05,157.687796,157.687729
2205,157.68793,74.125.24.149,192.168.43.125,TLSv1.3,93,Application Data,,,,,,,,,,157.687964,157.68793,3.4E-05,157.687896,157.687862
2206,157.687964,192.168.43.125,74.125.24.149,TCP,66,[TCP Dup ACK 2184#3] 49232  >  443 [ACK] Seq=1492 Ack=3461 Win=65536 Len=0 SLE=3492 SRE=4142,,,,,,,,,,157.892709,157.687964,0.204745,157.483219,157.278474
2297,157.892709,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,158.268741,157.892709,0.376032,157.516677,157.140645
2434,158.268741,23.111.9.35,192.168.43.125,TCP,66,[TCP Previous segment not captured] 443  >  49219 [ACK] Seq=8281 Ack=2 Win=31088 Len=0 SLE=1 SRE=2,,,,,,,,,,158.566377,158.268741,0.297636,157.971105,157.673469
2510,158.566377,74.125.24.149,192.168.43.125,TCP,85,"[TCP Retransmission] 443  >  49232 [PSH, ACK] Seq=3461 Ack=1492 Win=68352 Len=31",,,,,,,,,,158.566491,158.566377,0.000114,158.566263,158.566149
2511,158.566491,192.168.43.125,74.125.24.149,TCP,54,49232  >  443 [ACK] Seq=1492 Ack=4142 Win=64768 Len=0,,,,,,,,,,158.567829,158.566491,0.001338,158.565153,158.563815
2512,158.567829,192.168.43.125,74.125.24.149,TLSv1.3,93,Application Data,,,,,,,,,,159.125699,158.567829,0.55787,158.009959,157.452089
2551,159.125699,192.168.43.125,172.217.194.157,TCP,66,[TCP Retransmission] 49234  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,159.635831,159.125699,0.510132,158.615567,158.105435
2560,159.635831,104.22.52.65,192.168.43.125,TLSv1.2,78,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,159.635929,159.635831,9.8E-05,159.635733,159.635635
2561,159.635929,192.168.43.125,104.22.52.65,TCP,66,[TCP Dup ACK 77#1] 49221  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0 SLE=40 SRE=64,,,,,,,,,,159.636976,159.635929,0.001047,159.634882,159.633835
2562,159.636976,104.22.52.65,192.168.43.125,TCP,54,"443  >  49221 [FIN, ACK] Seq=64 Ack=2 Win=68 Len=0",,,,,,,,,,159.637052,159.636976,7.6E-05,159.6369,159.636824
2563,159.637052,192.168.43.125,104.22.52.65,TCP,66,[TCP Dup ACK 77#2] 49221  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0 SLE=40 SRE=64,,,,,,,,,,159.777072,159.637052,0.14002,159.497032,159.357012
2564,159.777072,74.125.24.149,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49231 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380,,,,,,,,,,159.777182,159.777072,0.00011,159.776962,159.776852
2565,159.777182,192.168.43.125,74.125.24.149,TCP,54,49231  >  443 [ACK] Seq=518 Ack=2881 Win=66048 Len=0,,,,,,,,,,159.786004,159.777182,0.008822,159.76836,159.759538
2566,159.786004,192.168.43.125,74.125.24.149,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,159.866521,159.786004,0.080517,159.705487,159.62497
2570,159.866521,74.125.24.149,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,159.963119,159.866521,0.096598,159.769923,159.673325
2578,159.963119,104.22.52.65,192.168.43.125,TCP,93,"[TCP Retransmission] 443  >  49221 [PSH, ACK] Seq=1 Ack=2 Win=68 Len=39",,,,,,,,,,159.963295,159.963119,0.000176,159.962943,159.962767
2579,159.963295,192.168.43.125,104.22.52.65,TCP,54,49221  >  443 [ACK] Seq=2 Ack=65 Win=255 Len=0,,,,,,,,,,159.963765,159.963295,0.00047,159.962825,159.962355
2580,159.963765,192.168.43.125,104.22.52.65,TCP,54,"49221  >  443 [FIN, ACK] Seq=2 Ack=65 Win=255 Len=0",,,,,,,,,,160.065845,159.963765,0.10208,159.861685,159.759605
2599,160.065845,192.168.43.125,74.125.24.149,TCP,54,49231  >  443 [ACK] Seq=582 Ack=3461 Win=65536 Len=0,,,,,,,,,,160.219618,160.065845,0.153773,159.912072,159.758299
2620,160.219618,104.22.52.65,192.168.43.125,TCP,54,443  >  49221 [ACK] Seq=65 Ack=3 Win=68 Len=0,,,,,,,,,,160.254247,160.219618,0.034629,160.184989,160.15036
2622,160.254247,172.217.194.157,192.168.43.125,TCP,66,"443  >  49234 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,160.254374,160.254247,0.000127,160.25412,160.253993
2623,160.254374,192.168.43.125,172.217.194.157,TCP,54,49234  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,160.255653,160.254374,0.001279,160.253095,160.251816
2624,160.255653,192.168.43.125,172.217.194.157,TLSv1.3,645,Client Hello,,,,,,,,,,160.272812,160.255653,0.017159,160.238494,160.221335
2631,160.272812,192.168.43.125,74.125.24.149,TCP,93,"[TCP Retransmission] 49232  >  443 [PSH, ACK] Seq=1492 Ack=4142 Win=64768 Len=39",,,,,,,,,,160.346419,160.272812,0.073607,160.199205,160.125598
2639,160.346419,172.217.194.157,192.168.43.125,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,160.346542,160.346419,0.000123,160.346296,160.346173
2640,160.346542,74.125.24.149,192.168.43.125,TCP,66,443  >  49232 [ACK] Seq=4142 Ack=1531 Win=68352 Len=0 SLE=1492 SRE=1531,,,,,,,,,,160.354017,160.346542,0.007475,160.339067,160.331592
2641,160.354017,192.168.43.125,172.217.194.157,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,160.645823,160.354017,0.291806,160.062211,159.770405
2652,160.645823,192.168.43.125,172.217.194.157,TCP,118,"[TCP Retransmission] 49234  >  443 [PSH, ACK] Seq=592 Ack=213 Win=65792 Len=64",,,,,,,,,,160.676866,160.645823,0.031043,160.61478,160.583737
2655,160.676866,172.217.194.157,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,160.720054,160.676866,0.043188,160.633678,160.59049
2661,160.720054,172.217.194.157,192.168.43.125,TCP,66,[TCP Dup ACK 2655#1] 443  >  49234 [ACK] Seq=793 Ack=656 Win=66816 Len=0 SLE=592 SRE=656,,,,,,,,,,160.875746,160.720054,0.155692,160.564362,160.40867
2680,160.875746,192.168.43.125,172.217.194.157,TCP,54,49234  >  443 [ACK] Seq=656 Ack=793 Win=65280 Len=0,,,,,,,,,,160.94882,160.875746,0.073074,160.802672,160.729598
2701,160.94882,172.217.194.157,192.168.43.125,TLSv1.3,634,"[TCP Spurious Retransmission] , Application Data, Application Data",,,,,,,,,,160.948904,160.94882,8.4E-05,160.948736,160.948652
2702,160.948904,192.168.43.125,172.217.194.157,TCP,66,[TCP Dup ACK 2680#1] 49234  >  443 [ACK] Seq=656 Ack=793 Win=65280 Len=0 SLE=213 SRE=793,,,,,,,,,,188.855883,160.948904,27.906979,133.041925,105.134946
5525,188.855883,192.168.43.125,74.125.24.138,TCP,55,[TCP Keep-Alive] 49227  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1,,,,,,,,,,188.934132,188.855883,0.078249,188.777634,188.699385
5526,188.934132,74.125.24.138,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49227 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,198.723182,188.934132,9.78905,179.145082,169.356032
6285,198.723182,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,198.791456,198.723182,0.068274,198.654908,198.586634
6296,198.791456,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,201.373221,198.791456,2.581765,196.209691,193.627926
6554,201.373221,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49233  >  443 [ACK] Seq=581 Ack=3462 Win=65536 Len=1,,,,,,,,,,203.267258,201.373221,1.894037,199.479184,197.585147
6734,203.267258,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,203.408014,203.267258,0.140756,203.126502,202.985746
6735,203.408014,74.125.24.138,192.168.43.125,TCP,54,"[TCP Previous segment not captured] 443  >  49227 [FIN, ACK] Seq=57 Ack=2 Win=265 Len=0",,,,,,,,,,203.4081,203.408014,8.6E-05,203.407928,203.407842
6736,203.4081,192.168.43.125,74.125.24.138,TCP,54,[TCP Dup ACK 26#1] 49227  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0,,,,,,,,,,203.68767,203.4081,0.27957,203.12853,202.84896
6737,203.68767,74.125.24.138,192.168.43.125,TCP,110,"[TCP Retransmission] 443  >  49227 [FIN, PSH, ACK] Seq=1 Ack=2 Win=265 Len=56",,,,,,,,,,203.687787,203.68767,0.000117,203.687553,203.687436
6738,203.687787,192.168.43.125,74.125.24.138,TCP,54,49227  >  443 [ACK] Seq=2 Ack=58 Win=255 Len=0,,,,,,,,,,203.688208,203.687787,0.000421,203.687366,203.686945
6739,203.688208,192.168.43.125,74.125.24.138,TCP,54,"49227  >  443 [FIN, ACK] Seq=2 Ack=58 Win=255 Len=0",,,,,,,,,,203.753537,203.688208,0.065329,203.622879,203.55755
6740,203.753537,74.125.24.138,192.168.43.125,TCP,54,443  >  49227 [ACK] Seq=58 Ack=3 Win=265 Len=0,,,,,,,,,,204.867331,203.753537,1.113794,202.639743,201.525949
6745,204.867331,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49231  >  443 [ACK] Seq=581 Ack=3461 Win=65536 Len=1,,,,,,,,,,205.039434,204.867331,0.172103,204.695228,204.523125
6750,205.039434,74.125.24.149,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49231 [ACK] Seq=3461 Ack=582 Win=66816 Len=0 SLE=581 SRE=582,,,,,,,,,,205.353432,205.039434,0.313998,204.725436,204.411438
6771,205.353432,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49232  >  443 [ACK] Seq=1530 Ack=4142 Win=64768 Len=1,,,,,,,,,,205.441718,205.353432,0.088286,205.265146,205.17686
6780,205.441718,74.125.24.149,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49232 [ACK] Seq=4142 Ack=1531 Win=68352 Len=0 SLE=1530 SRE=1531,,,,,,,,,,205.717431,205.441718,0.275713,205.166005,204.890292
6812,205.717431,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49234  >  443 [ACK] Seq=655 Ack=793 Win=65280 Len=1,,,,,,,,,,205.789429,205.717431,0.071998,205.645433,205.573435
6820,205.789429,172.217.194.157,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49234 [ACK] Seq=793 Ack=656 Win=66816 Len=0 SLE=655 SRE=656,,,,,,,,,,243.792825,205.789429,38.003396,167.786033,129.782637
9922,243.792825,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,246.372923,243.792825,2.580098,241.212727,238.632629
10091,246.372923,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49233  >  443 [ACK] Seq=581 Ack=3462 Win=65536 Len=1,,,,,,,,,,246.447512,246.372923,0.074589,246.298334,246.223745
10101,246.447512,172.217.194.157,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49233 [ACK] Seq=3462 Ack=582 Win=66816 Len=0 SLE=581 SRE=582,,,,,,,,,,248.26893,246.447512,1.821418,244.626094,242.804676
10273,248.26893,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,248.622543,248.26893,0.353613,247.915317,247.561704
10302,248.622543,23.111.9.35,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49219 [ACK] Seq=8281 Ack=2 Win=31088 Len=0 SLE=1 SRE=2,,,,,,,,,,250.038025,248.622543,1.415482,247.207061,245.791579
10432,250.038025,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49231  >  443 [ACK] Seq=581 Ack=3461 Win=65536 Len=1,,,,,,,,,,250.442963,250.038025,0.404938,249.633087,249.228149
10466,250.442963,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49232  >  443 [ACK] Seq=1530 Ack=4142 Win=64768 Len=1,,,,,,,,,,250.789055,250.442963,0.346092,250.096871,249.750779
10500,250.789055,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49234  >  443 [ACK] Seq=655 Ack=793 Win=65280 Len=1,,,,,,,,,,288.793433,250.789055,38.004378,212.784677,174.780299
11780,288.793433,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,288.870428,288.793433,0.076995,288.716438,288.639443
11781,288.870428,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,291.453507,288.870428,2.583079,286.287349,283.70427
11783,291.453507,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49233  >  443 [ACK] Seq=581 Ack=3462 Win=65536 Len=1,,,,,,,,,,291.5375,291.453507,0.083993,291.369514,291.285521
11784,291.5375,172.217.194.157,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49233 [ACK] Seq=3462 Ack=582 Win=66816 Len=0 SLE=581 SRE=582,,,,,,,,,,293.620606,291.5375,2.083106,289.454394,287.371288
11793,293.620606,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,293.984209,293.620606,0.363603,293.257003,292.8934
11796,293.984209,23.111.9.35,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49219 [ACK] Seq=8281 Ack=2 Win=31088 Len=0 SLE=1 SRE=2,,,,,,,,,,295.03771,293.984209,1.053501,292.930708,291.877207
11798,295.03771,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49231  >  443 [ACK] Seq=581 Ack=3461 Win=65536 Len=1,,,,,,,,,,295.443589,295.03771,0.405879,294.631831,294.225952
11799,295.443589,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49232  >  443 [ACK] Seq=1530 Ack=4142 Win=64768 Len=1,,,,,,,,,,295.790661,295.443589,0.347072,295.096517,294.749445
11800,295.790661,192.168.43.125,172.217.194.157,TCP,55,[TCP Keep-Alive] 49234  >  443 [ACK] Seq=655 Ack=793 Win=65280 Len=1,,,,,,,,,,295.87726,295.790661,0.086599,295.704062,295.617463
11801,295.87726,172.217.194.157,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49234 [ACK] Seq=793 Ack=656 Win=66816 Len=0 SLE=655 SRE=656,,,,,,,,,,305.884527,295.87726,10.007267,285.869993,275.862726
11817,305.884527,192.168.43.125,74.125.24.149,TCP,54,"49231  >  443 [FIN, ACK] Seq=582 Ack=3461 Win=65536 Len=0",,,,,,,,,,305.884681,305.884527,0.000154,305.884373,305.884219
11818,305.884681,192.168.43.125,172.217.194.157,TCP,54,"49233  >  443 [FIN, ACK] Seq=582 Ack=3462 Win=65536 Len=0",,,,,,,,,,305.884786,305.884681,0.000105,305.884576,305.884471
11819,305.884786,192.168.43.125,172.217.194.157,TCP,54,"49234  >  443 [FIN, ACK] Seq=656 Ack=793 Win=65280 Len=0",,,,,,,,,,305.943258,305.884786,0.058472,305.826314,305.767842
11823,305.943258,192.168.43.125,74.125.200.94,TCP,66,49235  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,305.95113,305.943258,0.007872,305.935386,305.927514
11824,305.95113,74.125.24.149,192.168.43.125,TCP,54,"443  >  49231 [FIN, ACK] Seq=3461 Ack=583 Win=66816 Len=0",,,,,,,,,,305.951236,305.95113,0.000106,305.951024,305.950918
11825,305.951236,192.168.43.125,74.125.24.149,TCP,54,49231  >  443 [ACK] Seq=583 Ack=3462 Win=65536 Len=0,,,,,,,,,,305.951354,305.951236,0.000118,305.951118,305.951
11826,305.951354,172.217.194.157,192.168.43.125,TCP,54,"443  >  49234 [FIN, ACK] Seq=793 Ack=657 Win=66816 Len=0",,,,,,,,,,305.951396,305.951354,4.2E-05,305.951312,305.95127
11827,305.951396,192.168.43.125,172.217.194.157,TCP,54,49234  >  443 [ACK] Seq=657 Ack=794 Win=65280 Len=0,,,,,,,,,,306.063571,305.951396,0.112175,305.839221,305.727046
11829,306.063571,74.125.200.94,192.168.43.125,TCP,66,"443  >  49235 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,306.06367,306.063571,9.9E-05,306.063472,306.063373
11830,306.06367,192.168.43.125,74.125.200.94,TCP,54,49235  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,306.064728,306.06367,0.001058,306.062612,306.061554
11831,306.064728,192.168.43.125,74.125.200.94,TLSv1.3,571,Client Hello,,,,,,,,,,306.172324,306.064728,0.107596,305.957132,305.849536
11832,306.172324,74.125.200.94,192.168.43.125,TCP,54,443  >  49235 [ACK] Seq=1 Ack=518 Win=66816 Len=0,,,,,,,,,,306.172829,306.172324,0.000505,306.171819,306.171314
11833,306.172829,74.125.200.94,192.168.43.125,TLSv1.3,1434,"Server Hello, Change Cipher Spec",,,,,,,,,,306.174898,306.172829,0.002069,306.17076,306.168691
11834,306.174898,74.125.200.94,192.168.43.125,TLSv1.3,1344,Application Data,,,,,,,,,,306.175006,306.174898,0.000108,306.17479,306.174682
11835,306.175006,192.168.43.125,74.125.200.94,TCP,54,49235  >  443 [ACK] Seq=518 Ack=2671 Win=66048 Len=0,,,,,,,,,,306.183979,306.175006,0.008973,306.166033,306.15706
11836,306.183979,192.168.43.125,172.217.194.157,TCP,54,"[TCP Retransmission] 49233  >  443 [FIN, ACK] Seq=582 Ack=3462 Win=65536 Len=0",,,,,,,,,,306.197755,306.183979,0.013776,306.170203,306.156427
11837,306.197755,192.168.43.125,74.125.200.94,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,306.198334,306.197755,0.000579,306.197176,306.196597
11838,306.198334,192.168.43.125,74.125.200.94,TLSv1.3,146,Application Data,,,,,,,,,,306.198707,306.198334,0.000373,306.197961,306.197588
11839,306.198707,192.168.43.125,74.125.200.94,TLSv1.3,350,Application Data,,,,,,,,,,306.248328,306.198707,0.049621,306.149086,306.099465
11840,306.248328,172.217.194.157,192.168.43.125,TCP,66,[TCP Previous segment not captured] 443  >  49233 [ACK] Seq=3463 Ack=583 Win=66816 Len=0 SLE=582 SRE=583,,,,,,,,,,306.267677,306.248328,0.019349,306.228979,306.20963
11841,306.267677,74.125.200.94,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,306.268312,306.267677,0.000635,306.267042,306.266407
11842,306.268312,192.168.43.125,74.125.200.94,TLSv1.3,85,Application Data,,,,,,,,,,306.2877,306.268312,0.019388,306.248924,306.229536
11843,306.2877,74.125.200.94,192.168.43.125,TLSv1.3,428,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,306.287792,306.2877,9.2E-05,306.287608,306.287516
11844,306.287792,192.168.43.125,74.125.200.94,TCP,66,[TCP Dup ACK 11842#1] 49235  >  443 [ACK] Seq=1001 Ack=3251 Win=65536 Len=0 SLE=3282 SRE=3656,,,,,,,,,,306.308727,306.287792,0.020935,306.266857,306.245922
11845,306.308727,172.217.194.157,192.168.43.125,TCP,54,"[TCP Out-Of-Order] 443  >  49233 [FIN, ACK] Seq=3462 Ack=583 Win=66816 Len=0",,,,,,,,,,306.308816,306.308727,8.9E-05,306.308638,306.308549
11846,306.308816,192.168.43.125,172.217.194.157,TCP,54,49233  >  443 [ACK] Seq=583 Ack=3463 Win=65536 Len=0,,,,,,,,,,306.354623,306.308816,0.045807,306.263009,306.217202
11847,306.354623,74.125.200.94,192.168.43.125,TCP,54,[TCP Previous segment not captured] 443  >  49235 [ACK] Seq=3726 Ack=1001 Win=67840 Len=0,,,,,,,,,,306.366832,306.354623,0.012209,306.342414,306.330205
11848,306.366832,74.125.200.94,192.168.43.125,TCP,85,"[TCP Out-Of-Order] 443  >  49235 [PSH, ACK] Seq=3251 Ack=1001 Win=67840 Len=31",,,,,,,,,,306.366955,306.366832,0.000123,306.366709,306.366586
11849,306.366955,192.168.43.125,74.125.200.94,TCP,54,49235  >  443 [ACK] Seq=1001 Ack=3656 Win=65024 Len=0,,,,,,,,,,306.369257,306.366955,0.002302,306.364653,306.362351
11851,306.369257,192.168.43.125,74.125.200.94,TLSv1.3,89,Application Data,,,,,,,,,,306.427672,306.369257,0.058415,306.310842,306.252427
11852,306.427672,74.125.200.94,192.168.43.125,TCP,124,"[TCP Retransmission] 443  >  49235 [PSH, ACK] Seq=3656 Ack=1001 Win=67840 Len=70",,,,,,,,,,306.428127,306.427672,0.000455,306.427217,306.426762
11853,306.428127,192.168.43.125,74.125.200.94,TLSv1.3,93,Application Data,,,,,,,,,,306.446009,306.428127,0.017882,306.410245,306.392363
11855,306.446009,74.125.200.94,192.168.43.125,TCP,54,443  >  49235 [ACK] Seq=3726 Ack=1036 Win=67840 Len=0,,,,,,,,,,306.488196,306.446009,0.042187,306.403822,306.361635
11857,306.488196,74.125.200.94,192.168.43.125,TCP,54,443  >  49235 [ACK] Seq=3726 Ack=1075 Win=67840 Len=0,,,,,,,,,,333.874054,306.488196,27.385858,279.102338,251.71648
11921,333.874054,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,333.951482,333.874054,0.077428,333.796626,333.719198
11922,333.951482,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,338.978153,333.951482,5.026671,328.924811,323.89814
11946,338.978153,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,339.361546,338.978153,0.383393,338.59476,338.211367
11947,339.361546,23.111.9.35,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49219 [ACK] Seq=8281 Ack=2 Win=31088 Len=0 SLE=1 SRE=2,,,,,,,,,,340.444282,339.361546,1.082736,338.27881,337.196074
11948,340.444282,192.168.43.125,74.125.24.149,TCP,55,[TCP Keep-Alive] 49232  >  443 [ACK] Seq=1530 Ack=4142 Win=64768 Len=1,,,,,,,,,,340.63049,340.444282,0.186208,340.258074,340.071866
11949,340.63049,74.125.24.149,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49232 [ACK] Seq=4142 Ack=1531 Win=68352 Len=0 SLE=1530 SRE=1531,,,,,,,,,,351.492599,340.63049,10.862109,329.768381,318.906272
11962,351.492599,192.168.43.125,74.125.200.94,TCP,55,[TCP Keep-Alive] 49235  >  443 [ACK] Seq=1074 Ack=3726 Win=65024 Len=1,,,,,,,,,,351.661401,351.492599,0.168802,351.323797,351.154995
11963,351.661401,74.125.200.94,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49235 [ACK] Seq=3726 Ack=1075 Win=67840 Len=0 SLE=1074 SRE=1075,,,,,,,,,,378.953674,351.661401,27.292273,324.369128,297.076855
11984,378.953674,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,379.030762,378.953674,0.077088,378.876586,378.799498
11986,379.030762,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,384.359761,379.030762,5.328999,373.701763,368.372764
12477,384.359761,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49219  >  443 [ACK] Seq=1 Ack=4141 Win=64860 Len=1,,,,,,,,,,384.701799,384.359761,0.342038,384.017723,383.675685
